dataset	method	seed	start	count	out_dir	method_config_override
cub200	m2_target	1	576	64	/data/islamm/retention_leakage/shadows_v3/cub200/m2_target/seed1	{"local_epochs": 30, "lr": 0.1, "n_synthetic_per_class": 20, "replay_ratio": 1.0, "replay_weight": 2.0}
cub200	m2_target	1	640	64	/data/islamm/retention_leakage/shadows_v3/cub200/m2_target/seed1	{"local_epochs": 30, "lr": 0.1, "n_synthetic_per_class": 20, "replay_ratio": 1.0, "replay_weight": 2.0}
cub200	m2_target	1	704	64	/data/islamm/retention_leakage/shadows_v3/cub200/m2_target/seed1	{"local_epochs": 30, "lr": 0.1, "n_synthetic_per_class": 20, "replay_ratio": 1.0, "replay_weight": 2.0}
cub200	m2_target	1	768	64	/data/islamm/retention_leakage/shadows_v3/cub200/m2_target/seed1	{"local_epochs": 30, "lr": 0.1, "n_synthetic_per_class": 20, "replay_ratio": 1.0, "replay_weight": 2.0}
cub200	m2_target	1	832	64	/data/islamm/retention_leakage/shadows_v3/cub200/m2_target/seed1	{"local_epochs": 30, "lr": 0.1, "n_synthetic_per_class": 20, "replay_ratio": 1.0, "replay_weight": 2.0}
cub200	m2_target	1	896	64	/data/islamm/retention_leakage/shadows_v3/cub200/m2_target/seed1	{"local_epochs": 30, "lr": 0.1, "n_synthetic_per_class": 20, "replay_ratio": 1.0, "replay_weight": 2.0}
cub200	m2_target	1	960	64	/data/islamm/retention_leakage/shadows_v3/cub200/m2_target/seed1	{"local_epochs": 30, "lr": 0.1, "n_synthetic_per_class": 20, "replay_ratio": 1.0, "replay_weight": 2.0}
cub200	m2_target	2	0	64	/data/islamm/retention_leakage/shadows_v3/cub200/m2_target/seed2	{"local_epochs": 30, "lr": 0.1, "n_synthetic_per_class": 20, "replay_ratio": 1.0, "replay_weight": 2.0}
cub200	m2_target	2	64	64	/data/islamm/retention_leakage/shadows_v3/cub200/m2_target/seed2	{"local_epochs": 30, "lr": 0.1, "n_synthetic_per_class": 20, "replay_ratio": 1.0, "replay_weight": 2.0}
cub200	m2_target	2	128	64	/data/islamm/retention_leakage/shadows_v3/cub200/m2_target/seed2	{"local_epochs": 30, "lr": 0.1, "n_synthetic_per_class": 20, "replay_ratio": 1.0, "replay_weight": 2.0}
cub200	m2_target	2	192	64	/data/islamm/retention_leakage/shadows_v3/cub200/m2_target/seed2	{"local_epochs": 30, "lr": 0.1, "n_synthetic_per_class": 20, "replay_ratio": 1.0, "replay_weight": 2.0}
cub200	m2_target	2	256	64	/data/islamm/retention_leakage/shadows_v3/cub200/m2_target/seed2	{"local_epochs": 30, "lr": 0.1, "n_synthetic_per_class": 20, "replay_ratio": 1.0, "replay_weight": 2.0}
cub200	m2_target	2	320	64	/data/islamm/retention_leakage/shadows_v3/cub200/m2_target/seed2	{"local_epochs": 30, "lr": 0.1, "n_synthetic_per_class": 20, "replay_ratio": 1.0, "replay_weight": 2.0}
cub200	m2_target	2	384	64	/data/islamm/retention_leakage/shadows_v3/cub200/m2_target/seed2	{"local_epochs": 30, "lr": 0.1, "n_synthetic_per_class": 20, "replay_ratio": 1.0, "replay_weight": 2.0}
cub200	m2_target	2	448	64	/data/islamm/retention_leakage/shadows_v3/cub200/m2_target/seed2	{"local_epochs": 30, "lr": 0.1, "n_synthetic_per_class": 20, "replay_ratio": 1.0, "replay_weight": 2.0}
cub200	m2_target	2	512	64	/data/islamm/retention_leakage/shadows_v3/cub200/m2_target/seed2	{"local_epochs": 30, "lr": 0.1, "n_synthetic_per_class": 20, "replay_ratio": 1.0, "replay_weight": 2.0}
cub200	m2_target	2	576	64	/data/islamm/retention_leakage/shadows_v3/cub200/m2_target/seed2	{"local_epochs": 30, "lr": 0.1, "n_synthetic_per_class": 20, "replay_ratio": 1.0, "replay_weight": 2.0}
cub200	m2_target	2	640	64	/data/islamm/retention_leakage/shadows_v3/cub200/m2_target/seed2	{"local_epochs": 30, "lr": 0.1, "n_synthetic_per_class": 20, "replay_ratio": 1.0, "replay_weight": 2.0}
cub200	m2_target	2	704	64	/data/islamm/retention_leakage/shadows_v3/cub200/m2_target/seed2	{"local_epochs": 30, "lr": 0.1, "n_synthetic_per_class": 20, "replay_ratio": 1.0, "replay_weight": 2.0}
cub200	m2_target	2	768	64	/data/islamm/retention_leakage/shadows_v3/cub200/m2_target/seed2	{"local_epochs": 30, "lr": 0.1, "n_synthetic_per_class": 20, "replay_ratio": 1.0, "replay_weight": 2.0}
cub200	m2_target	2	832	64	/data/islamm/retention_leakage/shadows_v3/cub200/m2_target/seed2	{"local_epochs": 30, "lr": 0.1, "n_synthetic_per_class": 20, "replay_ratio": 1.0, "replay_weight": 2.0}
cub200	m2_target	2	896	64	/data/islamm/retention_leakage/shadows_v3/cub200/m2_target/seed2	{"local_epochs": 30, "lr": 0.1, "n_synthetic_per_class": 20, "replay_ratio": 1.0, "replay_weight": 2.0}
cub200	m2_target	2	960	64	/data/islamm/retention_leakage/shadows_v3/cub200/m2_target/seed2	{"local_epochs": 30, "lr": 0.1, "n_synthetic_per_class": 20, "replay_ratio": 1.0, "replay_weight": 2.0}
cub200	m4_proto	0	0	64	/data/islamm/retention_leakage/shadows_v3/cub200/m4_proto/seed0	{}
cub200	m4_proto	0	64	64	/data/islamm/retention_leakage/shadows_v3/cub200/m4_proto/seed0	{}
cub200	m4_proto	0	128	64	/data/islamm/retention_leakage/shadows_v3/cub200/m4_proto/seed0	{}
cub200	m4_proto	0	192	64	/data/islamm/retention_leakage/shadows_v3/cub200/m4_proto/seed0	{}
cub200	m4_proto	0	256	64	/data/islamm/retention_leakage/shadows_v3/cub200/m4_proto/seed0	{}
cub200	m4_proto	0	320	64	/data/islamm/retention_leakage/shadows_v3/cub200/m4_proto/seed0	{}
cub200	m4_proto	0	384	64	/data/islamm/retention_leakage/shadows_v3/cub200/m4_proto/seed0	{}
cub200	m4_proto	0	448	64	/data/islamm/retention_leakage/shadows_v3/cub200/m4_proto/seed0	{}
cub200	m4_proto	0	512	64	/data/islamm/retention_leakage/shadows_v3/cub200/m4_proto/seed0	{}
cub200	m4_proto	0	576	64	/data/islamm/retention_leakage/shadows_v3/cub200/m4_proto/seed0	{}
cub200	m4_proto	0	640	64	/data/islamm/retention_leakage/shadows_v3/cub200/m4_proto/seed0	{}
cub200	m4_proto	0	704	64	/data/islamm/retention_leakage/shadows_v3/cub200/m4_proto/seed0	{}
cub200	m4_proto	0	768	64	/data/islamm/retention_leakage/shadows_v3/cub200/m4_proto/seed0	{}
cub200	m4_proto	0	832	64	/data/islamm/retention_leakage/shadows_v3/cub200/m4_proto/seed0	{}
cub200	m4_proto	0	896	64	/data/islamm/retention_leakage/shadows_v3/cub200/m4_proto/seed0	{}
cub200	m4_proto	0	960	64	/data/islamm/retention_leakage/shadows_v3/cub200/m4_proto/seed0	{}
cub200	m4_proto	1	0	64	/data/islamm/retention_leakage/shadows_v3/cub200/m4_proto/seed1	{}
cub200	m4_proto	1	64	64	/data/islamm/retention_leakage/shadows_v3/cub200/m4_proto/seed1	{}
cub200	m4_proto	1	128	64	/data/islamm/retention_leakage/shadows_v3/cub200/m4_proto/seed1	{}
cub200	m4_proto	1	192	64	/data/islamm/retention_leakage/shadows_v3/cub200/m4_proto/seed1	{}
cub200	m4_proto	1	256	64	/data/islamm/retention_leakage/shadows_v3/cub200/m4_proto/seed1	{}
cub200	m4_proto	1	320	64	/data/islamm/retention_leakage/shadows_v3/cub200/m4_proto/seed1	{}
cub200	m4_proto	1	384	64	/data/islamm/retention_leakage/shadows_v3/cub200/m4_proto/seed1	{}
cub200	m4_proto	1	448	64	/data/islamm/retention_leakage/shadows_v3/cub200/m4_proto/seed1	{}
cub200	m4_proto	1	512	64	/data/islamm/retention_leakage/shadows_v3/cub200/m4_proto/seed1	{}
cub200	m4_proto	1	576	64	/data/islamm/retention_leakage/shadows_v3/cub200/m4_proto/seed1	{}
cub200	m4_proto	1	640	64	/data/islamm/retention_leakage/shadows_v3/cub200/m4_proto/seed1	{}
cub200	m4_proto	1	704	64	/data/islamm/retention_leakage/shadows_v3/cub200/m4_proto/seed1	{}
cub200	m4_proto	1	768	64	/data/islamm/retention_leakage/shadows_v3/cub200/m4_proto/seed1	{}
cub200	m4_proto	1	832	64	/data/islamm/retention_leakage/shadows_v3/cub200/m4_proto/seed1	{}
cub200	m4_proto	1	896	64	/data/islamm/retention_leakage/shadows_v3/cub200/m4_proto/seed1	{}
cub200	m4_proto	1	960	64	/data/islamm/retention_leakage/shadows_v3/cub200/m4_proto/seed1	{}
cub200	m4_proto	2	0	64	/data/islamm/retention_leakage/shadows_v3/cub200/m4_proto/seed2	{}
cub200	m4_proto	2	64	64	/data/islamm/retention_leakage/shadows_v3/cub200/m4_proto/seed2	{}
cub200	m4_proto	2	128	64	/data/islamm/retention_leakage/shadows_v3/cub200/m4_proto/seed2	{}
cub200	m4_proto	2	192	64	/data/islamm/retention_leakage/shadows_v3/cub200/m4_proto/seed2	{}
cub200	m4_proto	2	256	64	/data/islamm/retention_leakage/shadows_v3/cub200/m4_proto/seed2	{}
cub200	m4_proto	2	320	64	/data/islamm/retention_leakage/shadows_v3/cub200/m4_proto/seed2	{}
cub200	m4_proto	2	384	64	/data/islamm/retention_leakage/shadows_v3/cub200/m4_proto/seed2	{}
cub200	m4_proto	2	448	64	/data/islamm/retention_leakage/shadows_v3/cub200/m4_proto/seed2	{}
cub200	m4_proto	2	512	64	/data/islamm/retention_leakage/shadows_v3/cub200/m4_proto/seed2	{}
cub200	m4_proto	2	576	64	/data/islamm/retention_leakage/shadows_v3/cub200/m4_proto/seed2	{}
cub200	m4_proto	2	640	64	/data/islamm/retention_leakage/shadows_v3/cub200/m4_proto/seed2	{}
cub200	m4_proto	2	704	64	/data/islamm/retention_leakage/shadows_v3/cub200/m4_proto/seed2	{}
cub200	m4_proto	2	768	64	/data/islamm/retention_leakage/shadows_v3/cub200/m4_proto/seed2	{}
cub200	m4_proto	2	832	64	/data/islamm/retention_leakage/shadows_v3/cub200/m4_proto/seed2	{}
cub200	m4_proto	2	896	64	/data/islamm/retention_leakage/shadows_v3/cub200/m4_proto/seed2	{}
cub200	m4_proto	2	960	64	/data/islamm/retention_leakage/shadows_v3/cub200/m4_proto/seed2	{}
cub200	m5_hybrid_replay	0	0	64	/data/islamm/retention_leakage/shadows_v3/cub200/m5_hybrid_replay/seed0	{"buffer_size_per_class": 10, "local_epochs": 30, "lr": 0.1, "replay_weight": 2.0}
cub200	m5_hybrid_replay	0	64	64	/data/islamm/retention_leakage/shadows_v3/cub200/m5_hybrid_replay/seed0	{"buffer_size_per_class": 10, "local_epochs": 30, "lr": 0.1, "replay_weight": 2.0}
cub200	m5_hybrid_replay	0	128	64	/data/islamm/retention_leakage/shadows_v3/cub200/m5_hybrid_replay/seed0	{"buffer_size_per_class": 10, "local_epochs": 30, "lr": 0.1, "replay_weight": 2.0}
cub200	m5_hybrid_replay	0	192	64	/data/islamm/retention_leakage/shadows_v3/cub200/m5_hybrid_replay/seed0	{"buffer_size_per_class": 10, "local_epochs": 30, "lr": 0.1, "replay_weight": 2.0}
cub200	m5_hybrid_replay	0	256	64	/data/islamm/retention_leakage/shadows_v3/cub200/m5_hybrid_replay/seed0	{"buffer_size_per_class": 10, "local_epochs": 30, "lr": 0.1, "replay_weight": 2.0}
cub200	m5_hybrid_replay	0	320	64	/data/islamm/retention_leakage/shadows_v3/cub200/m5_hybrid_replay/seed0	{"buffer_size_per_class": 10, "local_epochs": 30, "lr": 0.1, "replay_weight": 2.0}
cub200	m5_hybrid_replay	0	384	64	/data/islamm/retention_leakage/shadows_v3/cub200/m5_hybrid_replay/seed0	{"buffer_size_per_class": 10, "local_epochs": 30, "lr": 0.1, "replay_weight": 2.0}
cub200	m5_hybrid_replay	0	448	64	/data/islamm/retention_leakage/shadows_v3/cub200/m5_hybrid_replay/seed0	{"buffer_size_per_class": 10, "local_epochs": 30, "lr": 0.1, "replay_weight": 2.0}
cub200	m5_hybrid_replay	0	512	64	/data/islamm/retention_leakage/shadows_v3/cub200/m5_hybrid_replay/seed0	{"buffer_size_per_class": 10, "local_epochs": 30, "lr": 0.1, "replay_weight": 2.0}
cub200	m5_hybrid_replay	0	576	64	/data/islamm/retention_leakage/shadows_v3/cub200/m5_hybrid_replay/seed0	{"buffer_size_per_class": 10, "local_epochs": 30, "lr": 0.1, "replay_weight": 2.0}
cub200	m5_hybrid_replay	0	640	64	/data/islamm/retention_leakage/shadows_v3/cub200/m5_hybrid_replay/seed0	{"buffer_size_per_class": 10, "local_epochs": 30, "lr": 0.1, "replay_weight": 2.0}
cub200	m5_hybrid_replay	0	704	64	/data/islamm/retention_leakage/shadows_v3/cub200/m5_hybrid_replay/seed0	{"buffer_size_per_class": 10, "local_epochs": 30, "lr": 0.1, "replay_weight": 2.0}
cub200	m5_hybrid_replay	0	768	64	/data/islamm/retention_leakage/shadows_v3/cub200/m5_hybrid_replay/seed0	{"buffer_size_per_class": 10, "local_epochs": 30, "lr": 0.1, "replay_weight": 2.0}
cub200	m5_hybrid_replay	0	832	64	/data/islamm/retention_leakage/shadows_v3/cub200/m5_hybrid_replay/seed0	{"buffer_size_per_class": 10, "local_epochs": 30, "lr": 0.1, "replay_weight": 2.0}
cub200	m5_hybrid_replay	0	896	64	/data/islamm/retention_leakage/shadows_v3/cub200/m5_hybrid_replay/seed0	{"buffer_size_per_class": 10, "local_epochs": 30, "lr": 0.1, "replay_weight": 2.0}
cub200	m5_hybrid_replay	0	960	64	/data/islamm/retention_leakage/shadows_v3/cub200/m5_hybrid_replay/seed0	{"buffer_size_per_class": 10, "local_epochs": 30, "lr": 0.1, "replay_weight": 2.0}
cub200	m5_hybrid_replay	1	0	64	/data/islamm/retention_leakage/shadows_v3/cub200/m5_hybrid_replay/seed1	{"buffer_size_per_class": 10, "local_epochs": 30, "lr": 0.1, "replay_weight": 2.0}
cub200	m5_hybrid_replay	1	64	64	/data/islamm/retention_leakage/shadows_v3/cub200/m5_hybrid_replay/seed1	{"buffer_size_per_class": 10, "local_epochs": 30, "lr": 0.1, "replay_weight": 2.0}
cub200	m5_hybrid_replay	1	128	64	/data/islamm/retention_leakage/shadows_v3/cub200/m5_hybrid_replay/seed1	{"buffer_size_per_class": 10, "local_epochs": 30, "lr": 0.1, "replay_weight": 2.0}
cub200	m5_hybrid_replay	1	192	64	/data/islamm/retention_leakage/shadows_v3/cub200/m5_hybrid_replay/seed1	{"buffer_size_per_class": 10, "local_epochs": 30, "lr": 0.1, "replay_weight": 2.0}
cub200	m5_hybrid_replay	1	256	64	/data/islamm/retention_leakage/shadows_v3/cub200/m5_hybrid_replay/seed1	{"buffer_size_per_class": 10, "local_epochs": 30, "lr": 0.1, "replay_weight": 2.0}
cub200	m5_hybrid_replay	1	320	64	/data/islamm/retention_leakage/shadows_v3/cub200/m5_hybrid_replay/seed1	{"buffer_size_per_class": 10, "local_epochs": 30, "lr": 0.1, "replay_weight": 2.0}
cub200	m5_hybrid_replay	1	384	64	/data/islamm/retention_leakage/shadows_v3/cub200/m5_hybrid_replay/seed1	{"buffer_size_per_class": 10, "local_epochs": 30, "lr": 0.1, "replay_weight": 2.0}
cub200	m5_hybrid_replay	1	448	64	/data/islamm/retention_leakage/shadows_v3/cub200/m5_hybrid_replay/seed1	{"buffer_size_per_class": 10, "local_epochs": 30, "lr": 0.1, "replay_weight": 2.0}
cub200	m5_hybrid_replay	1	512	64	/data/islamm/retention_leakage/shadows_v3/cub200/m5_hybrid_replay/seed1	{"buffer_size_per_class": 10, "local_epochs": 30, "lr": 0.1, "replay_weight": 2.0}
cub200	m5_hybrid_replay	1	576	64	/data/islamm/retention_leakage/shadows_v3/cub200/m5_hybrid_replay/seed1	{"buffer_size_per_class": 10, "local_epochs": 30, "lr": 0.1, "replay_weight": 2.0}
cub200	m5_hybrid_replay	1	640	64	/data/islamm/retention_leakage/shadows_v3/cub200/m5_hybrid_replay/seed1	{"buffer_size_per_class": 10, "local_epochs": 30, "lr": 0.1, "replay_weight": 2.0}
cub200	m5_hybrid_replay	1	704	64	/data/islamm/retention_leakage/shadows_v3/cub200/m5_hybrid_replay/seed1	{"buffer_size_per_class": 10, "local_epochs": 30, "lr": 0.1, "replay_weight": 2.0}
cub200	m5_hybrid_replay	1	768	64	/data/islamm/retention_leakage/shadows_v3/cub200/m5_hybrid_replay/seed1	{"buffer_size_per_class": 10, "local_epochs": 30, "lr": 0.1, "replay_weight": 2.0}
cub200	m5_hybrid_replay	1	832	64	/data/islamm/retention_leakage/shadows_v3/cub200/m5_hybrid_replay/seed1	{"buffer_size_per_class": 10, "local_epochs": 30, "lr": 0.1, "replay_weight": 2.0}
cub200	m5_hybrid_replay	1	896	64	/data/islamm/retention_leakage/shadows_v3/cub200/m5_hybrid_replay/seed1	{"buffer_size_per_class": 10, "local_epochs": 30, "lr": 0.1, "replay_weight": 2.0}
cub200	m5_hybrid_replay	1	960	64	/data/islamm/retention_leakage/shadows_v3/cub200/m5_hybrid_replay/seed1	{"buffer_size_per_class": 10, "local_epochs": 30, "lr": 0.1, "replay_weight": 2.0}
cub200	m5_hybrid_replay	2	0	64	/data/islamm/retention_leakage/shadows_v3/cub200/m5_hybrid_replay/seed2	{"buffer_size_per_class": 10, "local_epochs": 30, "lr": 0.1, "replay_weight": 2.0}
cub200	m5_hybrid_replay	2	64	64	/data/islamm/retention_leakage/shadows_v3/cub200/m5_hybrid_replay/seed2	{"buffer_size_per_class": 10, "local_epochs": 30, "lr": 0.1, "replay_weight": 2.0}
cub200	m5_hybrid_replay	2	128	64	/data/islamm/retention_leakage/shadows_v3/cub200/m5_hybrid_replay/seed2	{"buffer_size_per_class": 10, "local_epochs": 30, "lr": 0.1, "replay_weight": 2.0}
cub200	m5_hybrid_replay	2	192	64	/data/islamm/retention_leakage/shadows_v3/cub200/m5_hybrid_replay/seed2	{"buffer_size_per_class": 10, "local_epochs": 30, "lr": 0.1, "replay_weight": 2.0}
cub200	m5_hybrid_replay	2	256	64	/data/islamm/retention_leakage/shadows_v3/cub200/m5_hybrid_replay/seed2	{"buffer_size_per_class": 10, "local_epochs": 30, "lr": 0.1, "replay_weight": 2.0}
cub200	m5_hybrid_replay	2	320	64	/data/islamm/retention_leakage/shadows_v3/cub200/m5_hybrid_replay/seed2	{"buffer_size_per_class": 10, "local_epochs": 30, "lr": 0.1, "replay_weight": 2.0}
cub200	m5_hybrid_replay	2	384	64	/data/islamm/retention_leakage/shadows_v3/cub200/m5_hybrid_replay/seed2	{"buffer_size_per_class": 10, "local_epochs": 30, "lr": 0.1, "replay_weight": 2.0}
cub200	m5_hybrid_replay	2	448	64	/data/islamm/retention_leakage/shadows_v3/cub200/m5_hybrid_replay/seed2	{"buffer_size_per_class": 10, "local_epochs": 30, "lr": 0.1, "replay_weight": 2.0}
cub200	m5_hybrid_replay	2	512	64	/data/islamm/retention_leakage/shadows_v3/cub200/m5_hybrid_replay/seed2	{"buffer_size_per_class": 10, "local_epochs": 30, "lr": 0.1, "replay_weight": 2.0}
cub200	m5_hybrid_replay	2	576	64	/data/islamm/retention_leakage/shadows_v3/cub200/m5_hybrid_replay/seed2	{"buffer_size_per_class": 10, "local_epochs": 30, "lr": 0.1, "replay_weight": 2.0}
cub200	m5_hybrid_replay	2	640	64	/data/islamm/retention_leakage/shadows_v3/cub200/m5_hybrid_replay/seed2	{"buffer_size_per_class": 10, "local_epochs": 30, "lr": 0.1, "replay_weight": 2.0}
cub200	m5_hybrid_replay	2	704	64	/data/islamm/retention_leakage/shadows_v3/cub200/m5_hybrid_replay/seed2	{"buffer_size_per_class": 10, "local_epochs": 30, "lr": 0.1, "replay_weight": 2.0}
cub200	m5_hybrid_replay	2	768	64	/data/islamm/retention_leakage/shadows_v3/cub200/m5_hybrid_replay/seed2	{"buffer_size_per_class": 10, "local_epochs": 30, "lr": 0.1, "replay_weight": 2.0}
cub200	m5_hybrid_replay	2	832	64	/data/islamm/retention_leakage/shadows_v3/cub200/m5_hybrid_replay/seed2	{"buffer_size_per_class": 10, "local_epochs": 30, "lr": 0.1, "replay_weight": 2.0}
cub200	m5_hybrid_replay	2	896	64	/data/islamm/retention_leakage/shadows_v3/cub200/m5_hybrid_replay/seed2	{"buffer_size_per_class": 10, "local_epochs": 30, "lr": 0.1, "replay_weight": 2.0}
cub200	m5_hybrid_replay	2	960	64	/data/islamm/retention_leakage/shadows_v3/cub200/m5_hybrid_replay/seed2	{"buffer_size_per_class": 10, "local_epochs": 30, "lr": 0.1, "replay_weight": 2.0}
imagenet_r	m1_glfc	0	0	64	/data/islamm/retention_leakage/shadows_v3/imagenet_r/m1_glfc/seed0	{"distillation_weight": 1.0, "exemplar_budget": 10, "local_epochs": 30, "lr": 0.5, "replay_weight": 2.0, "temperature": 2.0}
imagenet_r	m1_glfc	0	64	64	/data/islamm/retention_leakage/shadows_v3/imagenet_r/m1_glfc/seed0	{"distillation_weight": 1.0, "exemplar_budget": 10, "local_epochs": 30, "lr": 0.5, "replay_weight": 2.0, "temperature": 2.0}
imagenet_r	m1_glfc	0	128	64	/data/islamm/retention_leakage/shadows_v3/imagenet_r/m1_glfc/seed0	{"distillation_weight": 1.0, "exemplar_budget": 10, "local_epochs": 30, "lr": 0.5, "replay_weight": 2.0, "temperature": 2.0}
imagenet_r	m1_glfc	0	192	64	/data/islamm/retention_leakage/shadows_v3/imagenet_r/m1_glfc/seed0	{"distillation_weight": 1.0, "exemplar_budget": 10, "local_epochs": 30, "lr": 0.5, "replay_weight": 2.0, "temperature": 2.0}
imagenet_r	m1_glfc	0	256	64	/data/islamm/retention_leakage/shadows_v3/imagenet_r/m1_glfc/seed0	{"distillation_weight": 1.0, "exemplar_budget": 10, "local_epochs": 30, "lr": 0.5, "replay_weight": 2.0, "temperature": 2.0}
imagenet_r	m1_glfc	0	320	64	/data/islamm/retention_leakage/shadows_v3/imagenet_r/m1_glfc/seed0	{"distillation_weight": 1.0, "exemplar_budget": 10, "local_epochs": 30, "lr": 0.5, "replay_weight": 2.0, "temperature": 2.0}
imagenet_r	m1_glfc	0	384	64	/data/islamm/retention_leakage/shadows_v3/imagenet_r/m1_glfc/seed0	{"distillation_weight": 1.0, "exemplar_budget": 10, "local_epochs": 30, "lr": 0.5, "replay_weight": 2.0, "temperature": 2.0}
imagenet_r	m1_glfc	0	448	64	/data/islamm/retention_leakage/shadows_v3/imagenet_r/m1_glfc/seed0	{"distillation_weight": 1.0, "exemplar_budget": 10, "local_epochs": 30, "lr": 0.5, "replay_weight": 2.0, "temperature": 2.0}
imagenet_r	m1_glfc	0	512	64	/data/islamm/retention_leakage/shadows_v3/imagenet_r/m1_glfc/seed0	{"distillation_weight": 1.0, "exemplar_budget": 10, "local_epochs": 30, "lr": 0.5, "replay_weight": 2.0, "temperature": 2.0}
imagenet_r	m1_glfc	0	576	64	/data/islamm/retention_leakage/shadows_v3/imagenet_r/m1_glfc/seed0	{"distillation_weight": 1.0, "exemplar_budget": 10, "local_epochs": 30, "lr": 0.5, "replay_weight": 2.0, "temperature": 2.0}
imagenet_r	m1_glfc	0	640	64	/data/islamm/retention_leakage/shadows_v3/imagenet_r/m1_glfc/seed0	{"distillation_weight": 1.0, "exemplar_budget": 10, "local_epochs": 30, "lr": 0.5, "replay_weight": 2.0, "temperature": 2.0}
imagenet_r	m1_glfc	0	704	64	/data/islamm/retention_leakage/shadows_v3/imagenet_r/m1_glfc/seed0	{"distillation_weight": 1.0, "exemplar_budget": 10, "local_epochs": 30, "lr": 0.5, "replay_weight": 2.0, "temperature": 2.0}
imagenet_r	m1_glfc	0	768	64	/data/islamm/retention_leakage/shadows_v3/imagenet_r/m1_glfc/seed0	{"distillation_weight": 1.0, "exemplar_budget": 10, "local_epochs": 30, "lr": 0.5, "replay_weight": 2.0, "temperature": 2.0}
imagenet_r	m1_glfc	0	832	64	/data/islamm/retention_leakage/shadows_v3/imagenet_r/m1_glfc/seed0	{"distillation_weight": 1.0, "exemplar_budget": 10, "local_epochs": 30, "lr": 0.5, "replay_weight": 2.0, "temperature": 2.0}
imagenet_r	m1_glfc	0	896	64	/data/islamm/retention_leakage/shadows_v3/imagenet_r/m1_glfc/seed0	{"distillation_weight": 1.0, "exemplar_budget": 10, "local_epochs": 30, "lr": 0.5, "replay_weight": 2.0, "temperature": 2.0}
imagenet_r	m1_glfc	0	960	64	/data/islamm/retention_leakage/shadows_v3/imagenet_r/m1_glfc/seed0	{"distillation_weight": 1.0, "exemplar_budget": 10, "local_epochs": 30, "lr": 0.5, "replay_weight": 2.0, "temperature": 2.0}
imagenet_r	m1_glfc	1	0	64	/data/islamm/retention_leakage/shadows_v3/imagenet_r/m1_glfc/seed1	{"distillation_weight": 1.0, "exemplar_budget": 10, "local_epochs": 30, "lr": 0.5, "replay_weight": 2.0, "temperature": 2.0}
imagenet_r	m1_glfc	1	64	64	/data/islamm/retention_leakage/shadows_v3/imagenet_r/m1_glfc/seed1	{"distillation_weight": 1.0, "exemplar_budget": 10, "local_epochs": 30, "lr": 0.5, "replay_weight": 2.0, "temperature": 2.0}
imagenet_r	m1_glfc	1	128	64	/data/islamm/retention_leakage/shadows_v3/imagenet_r/m1_glfc/seed1	{"distillation_weight": 1.0, "exemplar_budget": 10, "local_epochs": 30, "lr": 0.5, "replay_weight": 2.0, "temperature": 2.0}
imagenet_r	m1_glfc	1	192	64	/data/islamm/retention_leakage/shadows_v3/imagenet_r/m1_glfc/seed1	{"distillation_weight": 1.0, "exemplar_budget": 10, "local_epochs": 30, "lr": 0.5, "replay_weight": 2.0, "temperature": 2.0}
imagenet_r	m1_glfc	1	256	64	/data/islamm/retention_leakage/shadows_v3/imagenet_r/m1_glfc/seed1	{"distillation_weight": 1.0, "exemplar_budget": 10, "local_epochs": 30, "lr": 0.5, "replay_weight": 2.0, "temperature": 2.0}
imagenet_r	m1_glfc	1	320	64	/data/islamm/retention_leakage/shadows_v3/imagenet_r/m1_glfc/seed1	{"distillation_weight": 1.0, "exemplar_budget": 10, "local_epochs": 30, "lr": 0.5, "replay_weight": 2.0, "temperature": 2.0}
imagenet_r	m1_glfc	1	384	64	/data/islamm/retention_leakage/shadows_v3/imagenet_r/m1_glfc/seed1	{"distillation_weight": 1.0, "exemplar_budget": 10, "local_epochs": 30, "lr": 0.5, "replay_weight": 2.0, "temperature": 2.0}
imagenet_r	m1_glfc	1	448	64	/data/islamm/retention_leakage/shadows_v3/imagenet_r/m1_glfc/seed1	{"distillation_weight": 1.0, "exemplar_budget": 10, "local_epochs": 30, "lr": 0.5, "replay_weight": 2.0, "temperature": 2.0}
imagenet_r	m1_glfc	1	512	64	/data/islamm/retention_leakage/shadows_v3/imagenet_r/m1_glfc/seed1	{"distillation_weight": 1.0, "exemplar_budget": 10, "local_epochs": 30, "lr": 0.5, "replay_weight": 2.0, "temperature": 2.0}
imagenet_r	m1_glfc	1	576	64	/data/islamm/retention_leakage/shadows_v3/imagenet_r/m1_glfc/seed1	{"distillation_weight": 1.0, "exemplar_budget": 10, "local_epochs": 30, "lr": 0.5, "replay_weight": 2.0, "temperature": 2.0}
imagenet_r	m1_glfc	1	640	64	/data/islamm/retention_leakage/shadows_v3/imagenet_r/m1_glfc/seed1	{"distillation_weight": 1.0, "exemplar_budget": 10, "local_epochs": 30, "lr": 0.5, "replay_weight": 2.0, "temperature": 2.0}
imagenet_r	m1_glfc	1	704	64	/data/islamm/retention_leakage/shadows_v3/imagenet_r/m1_glfc/seed1	{"distillation_weight": 1.0, "exemplar_budget": 10, "local_epochs": 30, "lr": 0.5, "replay_weight": 2.0, "temperature": 2.0}
